Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Average,1 - 2,0,0,0,No,No,Close to home,Small,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,30 - 60,Moderate,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FIST,Diploma,1,40 - 70 ,Low,1 - 2,1,3,4,No,Yes,Course preference,Medium,Small,None,Moderate,Moderate,No,MT3,Primary,Secondary,mekanikal,housewife,Yes,Yes,Group,5 - 8,No,No,10 - 30,Moderate,Non-drinker,3,3,4
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,7,2,0,No,Yes,Close to home,Extra large,Medium,Sometimes,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,Yes,Yes,Alone,2 - 5,Yes,No,30 - 60,Heavy,Non-drinker,5,2,1
18 - 20,Female,Non-Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,0,0,0,Yes,No,Course preference,Large,Medium,None,Good,Good,No,MT3,Higher,Higher,Education,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,4,3,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOM,Bachelor's,1,40 - 70 ,Very Good,0,6,3,0,No,Yes,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,No,Alone,2 - 5,Yes,Yes,Less than 10,Light,Less,3,4,2
21 - 23,Male,Malaysian,Family,Rural,No,FOB,Bachelor's,3,Less than 40,Average,1 - 2,3,1,2,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,Yes,Group,Less than 2,Yes,Yes,10 - 30,Light,Sometimes,5,3,3
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,2,40 - 70 ,Good,0,3,3,1,No,Yes,Close to home,Large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Finance and banking,Yes,Yes,Alone,Less than 2,No,No,10 - 30,Heavy,Non-drinker,2,2,3
24 - 26,Female,Malaysian,Family,Urban,No,FCM,Bachelor's,3,71 - 100,Good,0,5,2,1,No,Yes,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Higher,Finance and banking,Private Sector,No,Yes,Alone,2 - 5,No,No,30 - 60,Heavy,Non-drinker,3,2,3
27 or above,Female,Non-Malaysian,Family,Urban,No,FOE,Bachelor's,4,More than 100,Average,3 - 4,0,0,0,No,No,University reputation,Medium,Small,None,Good,Good,Yes,MT3,Higher,Higher,Finance and banking,Unemployed,No,Yes,Alone,2 - 5,No,Yes,Less than 10,Non-gamer,Non-drinker,4,3,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Bachelor's,4,40 - 70 ,Good,0,0,2,3,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,Yes,No,30 - 60,Non-gamer,Non-drinker,3,3,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,More than 100,Very Good,0,5,4,1,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Less,4,1,3
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Foundation,Less than 1,Less than 40,Good,0,1,4,2,No,No,Course preference,Medium,Large,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Group,Less than 2,No,Yes,More than 60,Moderate,Non-drinker,3,2,3
18 - 20,Male,Malaysian,Friend or Roommate,Rural,No,FCI,Foundation,Less than 1,Less than 40,Below Par,1 - 2,0,3,3,No,No,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Primary,Higher,Maintenanceman,real estate agency,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,2,3,1
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOL,Bachelor's,2,40 - 70 ,Very Good,0,8,0,0,No,No,Course preference,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Light,Less,3,3,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,3,More than 100,Very Good,0,11,0,0,No,No,Course preference,Small,Small,Less,Good,Moderate,No,MT3,Secondary,Secondary,purchasing agent,Unemployed,No,Yes,Alone,Less than 2,No,No,Less than 10,Heavy,Non-drinker,4,3,4
24 - 26,Female,Malaysian,Family,Urban,No,FCM,Bachelor's,3,71 - 100,Very Good,1 - 2,2,3,4,No,Yes,Course preference,Small,Small,Less,Good,Good,Yes,MT3,Higher,Higher,Site supervisor ,Quantity Surveyor ,Yes,Yes,Group,2 - 5,No,No,10 - 30,Moderate,Less,3,4,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Diploma,2,40 - 70 ,Average,3 - 4,3,2,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,manager ,manager,No,Yes,Alone,Less than 2,No,Yes,Less than 10,Heavy,Sometimes,2,3,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOM,Bachelor's,3,More than 100,Below Par,1 - 2,3,4,1,No,No,Course preference,Medium,Small,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,IT,No,Yes,Alone,Less than 2,No,No,30 - 60,Non-gamer,Non-drinker,4,2,2
18 - 20,Female,Malaysian,Family,Urban,Yes,FCM,Bachelor's,1,Less than 40,Good,0,0,4,1,No,Yes,Close to home,Medium,Medium,Sometimes,Good,Good,No,MT3,Early,Early,Self-employed,Finance and banking,Yes,Yes,Group,2 - 5,No,No,Less than 10,Non-gamer,Less,4,5,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Foundation,2,40 - 70 ,Below Par,3 - 4,5,2,1,No,No,University reputation,Extra large,Medium,Less,Good,Good,No,LE3,Higher,Higher,Engineer ,Lawyer ,No,Yes,Alone,More than 8,No,Yes,10 - 30,Non-gamer,Less,3,2,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FCI,Diploma,Less than 1,Less than 40,Very Good,0,2,6,1,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,LE3,Secondary,Secondary,worker,Education,No,No,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Alone,Urban,Yes,FIST,Diploma,2,40 - 70 ,Very Good,0,1,1,4,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,Yes,Less than 10,Non-gamer,Less,3,2,3
21 - 23,Female,Malaysian,Family,Urban,Yes,FOM,Bachelor's,3,71 - 100,Good,1 - 2,5,1,3,Yes,No,Close to home,Medium,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Head of IT in company,Manager in company,No,No,Group,Less than 2,No,No,10 - 30,Heavy,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Foundation,Less than 1,40 - 70 ,Good,0,2,6,1,No,Yes,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Civil servant,Healthcare,No,Yes,Alone,More than 8,Yes,No,More than 60,Moderate,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,3,40 - 70 ,Good,1 - 2,3,5,1,Yes,No,Sponsor assigned to MMU,Large,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Secondary,Higher,Employee,Employee,Yes,Yes,Group,2 - 5,Yes,Yes,Less than 10,Moderate,Non-drinker,4,4,5
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,1,40 - 70 ,Good,0,5,4,0,No,No,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Engineering,Unemployed,No,Yes,Group,Less than 2,No,Yes,30 - 60,Heavy,Non-drinker,3,3,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Bachelor's,3,71 - 100,Average,0,4,2,1,No,Yes,University reputation,Extra large,Extra large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,5 - 8,No,No,10 - 30,Non-gamer,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FOE,Bachelor's,3,71 - 100,Very Good,0,8,1,0,Yes,No,Course preference,Small,Small,Sometimes,Good,Good,Yes,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,3,1
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,8,2,0,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Light,Non-drinker,2,2,3
27 or above,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,More than 4,More than 100,Very Good,0,4,1,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,10 - 30,Heavy,Non-drinker,3,1,2
21 - 23,Male,Malaysian,Family,Rural,No,FIST,Bachelor's,4,More than 100,Good,0,3,4,3,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,30 - 60,Non-gamer,Less,1,3,3
21 - 23,Male,Malaysian,Alone,Urban,No,FET,Bachelor's,2,71 - 100,Very Good,0,9,0,0,Yes,Yes,Course preference,Small,Small,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Air steward,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,2,3,1
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,2,40 - 70 ,Average,1 - 2,1,3,3,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Employed ,No,Yes,Group,2 - 5,Yes,Yes,10 - 30,Moderate,Non-drinker,3,3,4
24 - 26,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,More than 4,More than 100,Good,0,6,4,0,No,Yes,Course preference,Extra large,Medium,None,Moderate,Moderate,No,MT3,Primary,Secondary,Unemployed,Civil servant,No,No,Alone,More than 8,No,No,Less than 10,Non-gamer,Non-drinker,1,3,2
21 - 23,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,4,More than 100,Below Par,3 - 4,4,2,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Early,Early,Self-employed,Unemployed,No,Yes,Alone,5 - 8,No,No,10 - 30,Moderate,Non-drinker,3,4,3
18 - 20,Male,Malaysian,Alone,Urban,No,FCM,Diploma,Less than 1,Less than 40,Good,0,0,0,0,No,No,Course preference,Small,Small,Less,Moderate,Moderate,Yes,MT3,Higher,Higher,Commercial manager ,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Heavy,Non-drinker,5,4,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FIST,Bachelor's,3,40 - 70 ,Very Good,0,0,0,0,No,Yes,Course preference,Small,Small,Sometimes,Moderate,Poor,No,MT3,Secondary,Primary,Self-employed,Self-employed,No,Yes,Group,5 - 8,Yes,No,10 - 30,Light,Less,1,3,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,1 - 2,3,4,2,No,No,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Sometimes,4,3,4
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,2,40 - 70 ,Very Good,1 - 2,4,3,2,No,No,Close to home,Extra large,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Group,Less than 2,No,No,10 - 30,Moderate,Non-drinker,2,3,4
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,2,40 - 70 ,Very Good,0,5,4,0,No,Yes,"Due to the impact of the previous Movement Control Order (MCO), my family believes that studying locally is better, as it avoids the high living expenses associated with studying abroad and the inability to care for each other during the peak of the COVID-19 pandemic",Extra large,Large,Less,Moderate,Poor,No,MT3,Primary,Higher,Self-employed,Coordinator,Yes,Yes,Group,2 - 5,No,Yes,Less than 10,Light,Non-drinker,4,4,3
21 - 23,Male,Malaysian,Family,Urban,No,FET,Bachelor's,4,Less than 40,Low,3 - 4,1,6,3,No,No,Close to home,Small,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Heavy,Non-drinker,4,3,3
24 - 26,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,4,More than 100,Average,3 - 4,3,5,0,No,Yes,Course preference,Extra large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Architect ,Human Resource Manager,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Foundation,Less than 1,40 - 70 ,Good,0,6,2,1,No,No,Close to home,Medium,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,Education,Finance and banking,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Light,Non-drinker,4,4,2
24 - 26,Male,Malaysian,Friend or Roommate,Rural,No,FCI,Bachelor's,3,71 - 100,Very Good,0,0,0,0,No,Yes,University reputation,Small,Small,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Unemployed,Unemployed,No,No,Alone,Less than 2,No,No,30 - 60,Heavy,Non-drinker,5,2,1
21 - 23,Male,Malaysian,Friend or Roommate,Rural,Yes,FOB,Bachelor's,4,More than 100,Average,0,2,6,2,No,Yes,Course preference,Large,Medium,Less,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Group,Less than 2,Yes,No,10 - 30,Moderate,Sometimes,3,3,3
24 - 26,Female,Non-Malaysian,Friend or Roommate,Urban,No,FOB,Bachelor's,2,Less than 40,Low,1 - 2,0,0,0,No,No,University reputation,Medium,Large,Often,Moderate,Moderate,No,MT3,Secondary,Secondary,Civil servant,Unemployed,Yes,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,4,1,1
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Diploma,Less than 1,Less than 40,Very Good,0,0,0,0,No,Yes,Employment benefits in Malaysia,Small,Small,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Sales man,Unemployed,No,Yes,Group,Less than 2,No,No,10 - 30,Heavy,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Alone,Urban,No,FOB,Bachelor's,1,Less than 40,Average,0,6,1,1,No,Yes,Family members studied here,Large,Medium,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,No,Group,2 - 5,No,No,Less than 10,Moderate,Less,3,5,5
18 - 20,Male,Malaysian,Friend or Roommate,Urban,Yes,FOB,Diploma,2,40 - 70 ,Average,1 - 2,1,2,3,No,Yes,Course preference,Small,Small,None,Moderate,Poor,No,MT3,None,Secondary,none,Self-employed,Yes,Yes,Alone,5 - 8,Yes,Yes,10 - 30,Non-gamer,Non-drinker,1,1,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,2,40 - 70 ,Very Good,0,2,6,1,No,Yes,Course preference,Large,Small,None,Poor,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,Yes,Less than 10,Non-gamer,Less,1,1,2
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Good,0,5,3,1,Yes,No,Close to home,Medium,Medium,Sometimes,Moderate,Poor,No,MT3,Higher,Higher,Self-employed,Education,No,Yes,Group,Less than 2,Yes,No,10 - 30,Heavy,Non-drinker,2,3,3
24 - 26,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,1,2,3,No,No,Course preference,Extra large,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,IT,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,3,2,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FOM,Bachelor's,2,Less than 40,Average,0,4,5,1,No,No,Course preference,Medium,Medium,Sometimes,Poor,Poor,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Foundation,1,More than 100,Very Good,0,4,3,2,No,No,Close to home,Medium,Medium,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,More than 8,No,No,10 - 30,Non-gamer,Non-drinker,3,3,1
21 - 23,Female,Malaysian,Friend or Roommate,Rural,No,FOE,Bachelor's,4,71 - 100,Very Good,0,8,0,1,Yes,No,Scholarship ,Small,Small,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Civil servant,Unemployed,Yes,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,1,2,1
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,3 - 4,7,2,0,No,No,Course preference,Large,Medium,Sometimes,Good,Good,No,MT3,Higher,Higher,Education,Education,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,5,3,5
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FOM,Diploma,Less than 1,40 - 70 ,Below Par,0,2,4,1,Yes,No,Course preference,Medium,Medium,Less,Good,Good,No,MT3,None,None,Self-employed,Unemployed,Yes,No,Alone,Less than 2,No,No,10 - 30,Light,Less,4,1,1
18 - 20,Male,Malaysian,Family,Urban,No,FCM,Diploma,2,71 - 100,Good,0,0,2,2,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,LE3,Higher,Higher,Finance and banking,Education,Yes,Yes,Alone,5 - 8,No,No,30 - 60,Light,Non-drinker,4,3,3
24 - 26,Male,Malaysian,Alone,Urban,Yes,FCI,Bachelor's,2,40 - 70 ,Average,1 - 2,4,3,1,No,No,Course preference,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Education,Finance and banking,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FCM,Foundation,Less than 1,40 - 70 ,Very Good,0,4,2,2,No,No,Course preference,Small,Medium,Less,Good,Good,No,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,5,4,5
24 - 26,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Good,1 - 2,5,4,0,No,No,"Close to KL, easy to plan trips",Extra large,Extra large,Less,Moderate,Poor,No,MT3,Higher,Higher,Procurement,Retired,No,No,Group,2 - 5,No,No,Less than 10,Moderate,Non-drinker,2,3,2
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FOE,Bachelor's,Less than 1,40 - 70 ,Very Good,0,10,2,0,No,No,Course preference,Medium,Small,Less,Good,Good,No,MT3,Higher,Higher,Civil servant,Healthcare,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,2,3,4
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,1,Less than 40,Good,0,2,3,3,No,No,Course preference,Large,Medium,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Healthcare,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,4,2,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,7,3,0,No,Yes,Course preference,Medium,Medium,Less,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Less,3,2,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,3,More than 100,Very Good,0,4,3,0,Yes,Yes,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,5,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,3,Less than 40,Good,0,6,4,0,No,No,Course preference,Medium,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Civil servant,Healthcare,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,4,2,2
18 - 20,Male,Malaysian,Family,Urban,No,FCM,Foundation,Less than 1,40 - 70 ,Low,1 - 2,2,3,1,No,No,Course preference,Medium,Large,Sometimes,Moderate,Good,No,MT3,Higher,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,No,No,30 - 60,Non-gamer,Non-drinker,4,3,2
21 - 23,Female,Malaysian,Friend or Roommate,Rural,No,FIST,Bachelor's,3,40 - 70 ,Very Good,0,5,2,3,No,No,Parent preference ,Large,Medium,Less,Good,Moderate,Yes,MT3,Higher,Higher,Self-employed,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,2,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FCM,Diploma,Less than 1,71 - 100,Average,1 - 2,0,2,3,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Finance and banking,Finance and banking,No,Yes,Alone,2 - 5,Yes,No,More than 60,Moderate,Less,4,3,4
18 - 20,Male,Malaysian,Family,Urban,No,FET,Diploma,1,40 - 70 ,Very Good,0,5,5,0,No,Yes,Course preference,Small,Small,None,Good,Good,No,LE3,Secondary,Secondary,Remisier ,House wife,No,No,Group,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,3,4,5
24 - 26,Female,Malaysian,Family,Urban,Yes,FOB,Bachelor's,4,More than 100,Average,3 - 4,2,4,2,No,Yes,Close to home,Medium,Medium,Less,Good,Moderate,No,MT3,Secondary,Secondary,Technician ,Unemployed,No,No,Group,2 - 5,No,Yes,10 - 30,Light,Non-drinker,3,3,5
24 - 26,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,71 - 100,Good,0,4,3,1,No,No,Close to home,Small,Small,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,5,3,1
18 - 20,Female,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,6,3,0,No,No,Course preference,Medium,Large,None,Good,Moderate,No,MT3,Primary,Primary,Lab technician,Unemployed,No,Yes,Alone,2 - 5,Yes,No,More than 60,Moderate,Non-drinker,4,4,3
24 - 26,Male,Non-Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,Less than 1,Less than 40,Very Good,0,2,3,0,No,No,Course preference,Medium,Large,Less,Good,Good,No,MT3,Higher,Higher,Finance and banking,Education,No,Yes,Alone,2 - 5,No,No,Less than 10,Heavy,Non-drinker,4,3,3
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70 ,Good,0,2,2,1,Yes,No,Close to home,Extra large,Large,None,Good,Good,No,MT3,Higher,Higher,Civil servant,Civil servant,No,No,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,2,5,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FIST,Bachelor's,2,71 - 100,Very Good,0,3,3,3,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,LE3,Secondary,Secondary,warehouse,Finance and banking,No,No,Alone,Less than 2,No,Yes,More than 60,Moderate,Less,2,4,4
21 - 23,Male,Malaysian,Family,Urban,Yes,FOB,Bachelor's,2,More than 100,Good,0,0,0,0,No,Yes,Course preference,Large,Medium,None,Good,Good,No,LE3,Higher,Higher,Civil servant,Civil servant,No,No,Group,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,4,4,4
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,1,40 - 70 ,Good,1 - 2,7,1,1,No,Yes,University reputation,Small,Medium,Sometimes,Poor,Moderate,No,MT3,Higher,Higher,Education,Education,No,Yes,Group,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,8,1,0,Yes,No,Course preference,Small,Medium,None,Moderate,Good,No,MT3,Higher,Higher,private company,Education,Yes,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,5,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Foundation,Less than 1,Less than 40,Average,0,5,3,1,No,No,Course preference,Extra large,Large,None,Good,Good,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Group,2 - 5,No,No,Less than 10,Light,Non-drinker,3,4,3
21 - 23,Male,Malaysian,Family,Urban,No,FCM,Diploma,3,71 - 100,Below Par,1 - 2,0,0,0,No,Yes,Course preference,Small,Small,None,Good,Good,No,LE3,Higher,Higher,Unemployed,Tution teacher,No,Yes,Alone,Less than 2,Yes,No,More than 60,Moderate,Non-drinker,3,2,3
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Good,1 - 2,0,0,0,No,Yes,Close to home,Small,Small,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,Civil servant,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Sometimes,4,3,4
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FOE,Bachelor's,1,Less than 40,Very Good,0,6,3,0,Yes,No,They offer,Large,Medium,Sometimes,Moderate,Poor,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,No,Group,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Rural,No,FOB,Diploma,2,40 - 70 ,Average,0,0,0,0,No,Yes,University reputation,Medium,Small,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,30 - 60,Moderate,Non-drinker,3,3,3
